Week,Google_Search,Google_Display,Meta,Instagram,YouTube,TV,Radio,Influencer,Affiliate,Email,Discount,Price,Temperature,Competitor_Spend,Holiday,Sales,Revenue,Orders,Google_Search_zscore,Google_Display_zscore,Meta_zscore,Instagram_zscore,YouTube_zscore,TV_zscore,Radio_zscore,Influencer_zscore,Affiliate_zscore,Email_zscore,IsolationForest_Outlier,Google_Search_Adstock,Google_Display_Adstock,Meta_Adstock,Instagram_Adstock,YouTube_Adstock,TV_Adstock,Radio_Adstock,Influencer_Adstock,Affiliate_Adstock,Email_Adstock,Google_Search_Weibull
2021-03-15,132727.0,32183.0,57841.0,174458.0,74917.0,101994.0,172826.0,115081.0,98714.0,124792.0,5.0,965.6263886520276,35.48012994148332,225021.0,0.0,3153787.0,3153787.0,3266.0,0.4456367521879537,-1.4595697062239603,-0.9156006259217518,1.2468390497306585,-0.7066219023151643,-0.1627991225894337,1.1404871846157638,0.0332142778591745,-0.1950103877159732,0.2036539605471278,1,333901.92708321277,177773.825589248,175603.91731793917,296376.3068945408,196607.0983760896,265146.2789612544,295448.6167841792,310623.6332591104,326606.1484030975,263713.59490877436,134535.55050482237
2021-03-22,146324.0,180371.0,90640.0,95745.0,116646.0,76133.0,155044.0,56877.0,44596.0,197404.0,20.0,1045.695405758965,35.767534539408416,132302.0,0.0,3750038.0,3750038.0,3586.0,0.7165778668286463,1.3802944333209803,-0.3242860777437683,-0.3257508119489727,0.0964875088071813,-0.6618824703215659,0.7937002186588418,-1.0684905464714318,-1.2203503812840355,1.6247177898884062,1,346665.15624992765,287035.29535354883,196002.3503907635,273570.7841367244,234610.25902565377,235220.76737675263,332313.1700705075,243251.1799554662,240559.6890418585,355632.1569452646,136191.0877466476
2021-03-29,195203.0,163946.0,185983.0,114456.0,103122.0,81268.0,90831.0,131562.0,184246.0,139863.0,0.0,999.6365370109496,35.94167099278443,243515.0,0.0,3653048.0,3653048.0,3654.0,1.6905670366839387,1.0655269184613043,1.3945987348094644,0.0480721766537685,-0.1637931515493717,-0.5627837119361786,-0.4585903811045054,0.3451721709557439,1.4255110715002492,0.498603183430431,1,403202.0937499566,336167.1772121293,303584.4102344581,278598.4704820346,243888.15541539225,222400.46042605158,290218.9020423045,277512.70797327976,328581.8134251151,353242.2941671588,141704.1184268526
2021-04-05,36023.0,136336.0,158429.0,73413.0,44519.0,189315.0,132217.0,166385.0,84106.0,176104.0,15.0,1012.1249184636736,36.0,50138.0,0.0,3819589.0,3819589.0,3773.0,-1.4813390182182775,0.5364108706515235,0.8978433135924714,-0.771916969902926,-1.2916567672603358,1.522381535827391,0.3485249812334306,1.0043135890312147,-0.4717790529667633,1.2078630060376758,1,277944.2562499739,338036.30632727756,340579.6461406748,240572.08228922077,190851.89324923535,322755.27625563095,306348.3412253827,332892.62478396785,281255.08805506903,388049.37650029524,137854.39404174566
2021-04-12,61090.0,52711.0,183551.0,117239.0,100910.0,51653.0,61873.0,92715.0,79182.0,188918.0,10.0,1014.7008921003747,35.94167099278443,181430.0,0.0,3661796.0,3661796.0,3608.0,-0.981840531736095,-1.0661725954148629,1.350753587665684,0.1036731267516484,-0.206364936576634,-1.1343143311344732,-1.023333208693109,-0.3901368681269835,-0.5650710099557344,1.458641278350505,1,227856.55374998433,255532.78379636654,387898.7876844049,261582.24937353245,215421.1359495412,245306.16575337856,245682.00473522962,292450.5748703807,247935.0528330414,421747.62590017717,127874.72852155878
2021-04-19,87221.0,25539.0,81476.0,62318.0,140430.0,177729.0,126532.0,161398.0,107163.0,64936.0,10.0,975.3511778637356,35.767534539408416,169619.0,0.0,3682724.0,3682724.0,3775.0,-0.4611402105861401,-1.5868948428283858,-0.489498630550349,-0.9935815553632122,0.5542304270207468,1.2987869468004982,0.2376553433150242,0.90991798118748,-0.0349324542066683,-0.9677666940148116,1,223934.93224999058,178858.6702778199,314215.27261064295,219267.34962411947,269682.6815697247,324912.6994520271,273941.20284113777,336868.34492222837,255924.03169982485,317984.5755401063,116311.89022013702
2021-04-26,84820.0,199426.0,64811.0,90390.0,91324.0,191024.0,146267.0,130091.0,59310.0,180866.0,10.0,1015.5954727788958,35.48012994148332,135376.0,0.0,3654464.0,3654464.0,3598.0,-0.5089838243430205,1.745463078413895,-0.7899424533920849,-0.4327371891585115,-0.3908555022508367,1.5553629921235212,0.6225299790792722,0.3173285898171568,-0.9415734001435564,1.3010584276666513,1,219180.95934999434,306741.20216669195,253340.16356638577,221950.4097744717,253133.6089418348,385971.61967121623,310631.7217046827,332212.006953337,212864.4190198949,371656.74532406376,105361.77563428924
2021-05-03,20769.0,146063.0,187280.0,63088.0,25408.0,173252.0,160975.0,152632.0,76088.0,48141.0,20.0,969.105208627428,35.08364820522568,149931.0,0.0,3927109.0,3927109.0,4052.0,-1.7852984035774837,0.7228183968031258,1.4179816113906665,-0.9781978932807948,-1.6594639027286948,1.2123867245431703,0.9093673818064352,0.7439921944703799,-0.6236910982830856,-1.296455712548756,1,152277.5756099966,330107.72130001517,339284.09813983145,196258.245864683,177288.16536510087,404834.97180272976,347354.0330228096,351959.20417200215,203806.65141193694,271135.0471944383,91653.84170511208
2021-05-10,79735.0,153629.0,171222.0,123196.0,79379.0,141829.0,154092.0,99148.0,148803.0,160146.0,5.0,979.9158798360448,34.58387092714925,211726.0,0.0,3480551.0,3480551.0,3551.0,-0.6103102616415365,0.8678126748809528,1.128481046902662,0.222686730680168,-0.620746990564873,0.6059640790233998,0.7751341860645897,-0.268370887525671,0.7539946556675717,0.8955546191508236,1,171101.54536599794,351693.63278000907,374792.45888389886,240950.94751880981,185751.89921906052,384729.9830816379,362504.41981368576,310323.52250320127,271086.99084716215,322827.028316663,81428.82296908704
2021-05-17,84925.0,58360.0,91180.0,190883.0,45053.0,148377.0,61755.0,103186.0,159978.0,157478.0,15.0,1022.3476386413312,33.98808598536881,206951.0,0.0,3530523.0,3530523.0,3453.0,-0.506891538027122,-0.9579155670165488,-0.3145507243483565,1.574990542852353,-1.2813794918514037,0.7323318823160025,-1.025634460632313,-0.1919382698250492,0.965720411019268,0.843340132610272,1,187585.92721959876,269376.17966800544,316055.4753303393,335453.5685112859,156504.13953143632,379214.9898489827,279257.6518882115,289380.1135019207,322630.19450829725,351174.2169899978,75615.05359881493
2021-05-24,25311.0,153272.0,194358.0,75479.0,160518.0,21622.0,105956.0,177817.0,56914.0,117359.0,20.0,1011.735758225676,33.30498126592636,131532.0,0.0,3737444.0,3737444.0,3694.0,-1.694792075512615,0.8609711526401671,1.5455868545994158,-0.7306408064454271,0.94084074240395,-1.7138732041766471,-0.1636205880498182,1.2207023174991465,-0.9869689178010652,0.0581853404362133,1,137862.55633175926,314897.70780080324,383991.2851982035,276751.14110677154,254420.48371886177,249150.99390938962,273510.5911329269,351445.0681011524,250492.11670497834,328063.53019399865,69056.66322910614
2021-05-31,123355.0,198047.0,132856.0,39963.0,151994.0,68756.0,106988.0,182962.0,130350.0,143279.0,15.0,997.001401966438,32.544517973849246,105778.0,0.0,3798196.0,3798196.0,3809.0,0.2588852535917509,1.719036021915174,0.4368022165908685,-1.4402072253014455,0.7767892525430168,-0.8042488852405535,-0.1434943846493265,1.3180886023108598,0.4043771734747438,0.565456514023581,1,206072.53379905556,386985.62468048197,363250.7711189221,206013.68466406292,304646.29023131705,218246.59634563376,271094.3546797561,393829.04086069146,280645.27002298704,340117.11811639916,69211.85878133462
2021-06-07,105305.0,41357.0,88450.0,75123.0,118723.0,60809.0,65648.0,171094.0,65379.0,174363.0,15.0,949.6507340294796,31.71778537635015,87772.0,0.0,3513041.0,3513041.0,3699.0,-0.1007887273793824,-1.28375983217083,-0.3637683442918272,-0.7377532528108044,0.1364611062310619,-0.957615551820626,-0.9497126487736748,1.093447119678126,-0.8265878422706753,1.1737905093858392,1,228948.52027943335,273548.37480828917,306400.46267135325,198731.21079843777,301510.7741387902,191756.95780738024,228304.61280785364,407391.4245164149,233766.16201379223,378433.27086983947,73368.00935415828
2021-06-14,179765.0,139121.0,172424.0,145911.0,71356.0,36725.0,145991.0,143629.0,188722.0,61568.0,5.0,959.6336684260148,30.836839096340288,108478.0,0.0,3485440.0,3485440.0,3632.0,1.3829411686378248,0.5897824097007898,1.1501512224235602,0.6765047621114795,-0.775156317542145,-1.422405132532148,0.6171473897977454,0.5735803923013116,1.5103150518988346,-1.033680633545763,1,317134.11216766003,303250.02488497354,356264.2776028119,265149.72647906264,252262.46448327412,151779.17468442814,282973.7676847122,388063.8547098489,328981.6972082753,288627.9625219037,85530.1935883591
2021-06-21,150608.0,97505.0,131888.0,122468.0,30789.0,71226.0,160588.0,90316.0,197953.0,117539.0,10.0,1011.0683617561994,29.914525314300462,245425.0,0.0,3508630.0,3508630.0,3470.0,0.8019431485173075,-0.2077436115107945,0.4193506942079821,0.2081421774386098,-1.5559020694413086,-0.7565811280425191,0.9018200555312508,-0.4355459443686357,1.6852090516886788,0.061708056919459,1,340888.467300596,279455.0149309841,345646.56656168716,281557.83588743757,182146.47868996445,162293.5048106569,330372.2606108273,323154.31282590935,395342.01832496515,290715.7775131422,100435.90635177099
2021-06-28,176730.0,22869.0,130448.0,93477.0,117720.0,101182.0,135005.0,48380.0,66413.0,66851.0,5.0,1029.2856225394046,28.964293442042585,76762.0,0.0,3582129.0,3582129.0,3480.0,1.3224641308401854,-1.638062530175438,0.3933897518202174,-0.3710626893553656,0.1171575346296405,-0.1784696565346984,0.402896933830883,-1.2293246110088718,-0.806997289158044,-0.9302889047625044,1,381263.08038035757,190542.00895859048,337835.93993701227,262411.7015324625,227007.88721397868,198558.10288639413,333228.3563664964,242272.5876955456,303618.2109949791,241280.4665078853,117225.62208777589
2021-07-05,104478.0,70108.0,34397.0,34388.0,86656.0,49402.0,22396.0,130198.0,157084.0,74823.0,20.0,955.6141798191696,28.0,194355.0,0.0,3424114.0,3424114.0,3583.0,-0.1172679729341263,-0.7327777426895185,-1.3382591907403332,-1.551588934534532,-0.4806950558255476,-1.177755675852196,-1.793218995167151,0.3193539216878766,0.910889597955482,-0.7742717058489821,1,333235.84822821454,184433.20537515427,237098.56396220735,191835.02091947748,222860.7323283872,168536.86173183646,222333.01381989784,275561.55261732737,339254.9265969874,219591.27990473117,127789.07582722734
2021-07-12,142537.0,132296.0,192627.0,25569.0,64028.0,24263.0,104082.0,22356.0,27151.0,43312.0,20.0,966.4069901019132,27.03570655795741,244994.0,0.0,3502447.0,3502447.0,3624.0,0.6411160737019049,0.4589886021563582,1.5143796384374568,-1.7277818123330235,-0.9161897898205256,-1.6629053714802873,-0.2001675891859824,-1.7219156073043105,-1.550869916148496,-1.390962367535384,-1,342478.5089369287,242955.92322509256,334886.13837732445,140670.0125516865,197744.4393970323,125385.11703910187,237481.8082919387,187692.9315703964,230703.95595819244,175066.7679428387,134630.6926989889
2021-07-19,169503.0,114179.0,198031.0,89836.0,84484.0,197900.0,170201.0,90326.0,77716.0,194180.0,20.0,1005.3674069671088,26.08547468569954,220492.0,0.0,4030475.0,4030475.0,4008.0,1.1784550526973387,0.1117957213823705,1.6118052861204295,-0.4438054343450819,-0.522497007488845,1.688060764793029,1.089294080036025,-0.4353566610162319,-0.5928463976376662,1.5616220235440514,1,374990.1053621572,259952.55393505553,398962.6830263947,174238.00753101188,203130.66363821938,273131.07022346114,312690.0849751632,202941.75894223782,216138.37357491546,299220.0607657032,140462.87268216597
2021-07-26,150523.0,110272.0,151800.0,124573.0,52154.0,67924.0,148322.0,112447.0,113747.0,185243.0,5.0,1004.5115145051636,25.163160903659715,105568.0,0.0,3209009.0,3209009.0,3194.0,0.8002493929282468,0.0369222552906351,0.7783328364476848,0.2501975133911922,-1.144714823913524,-0.8203053929283124,0.6626068666645537,-0.016642957163965,0.0898104874698925,1.386719150150907,1,375517.0632172943,266243.5323610333,391177.60981583677,229115.80451860712,174032.39818293162,231802.64213407668,335936.0509850979,234212.0553653427,243430.02414494928,364775.0364594219,144427.4577454665
2021-08-02,22747.0,58467.0,139180.0,187658.0,22336.0,94182.0,152663.0,134994.0,187450.0,192851.0,15.0,935.0417116495584,24.282214623649857,135090.0,0.0,3374364.0,3374364.0,3608.0,-1.7458837146932231,-0.9558650267370976,0.5508140219104687,1.510558971143527,-1.7185871050812038,-0.3135604664076702,0.7472656350381337,0.4101342175007002,1.4862152612225612,1.5356126335094211,1,248057.23793037658,218213.11941661997,373886.56588950206,325127.4827111643,126755.43890975897,233263.58528044602,354224.63059105875,275521.23321920563,333508.01448696957,411716.0218756532,137201.85098632655
2021-08-09,143855.0,43328.0,86234.0,163087.0,123677.0,162736.0,31303.0,40049.0,193724.0,118723.0,15.0,1006.4625205375996,23.455482026150754,70219.0,0.0,3596679.0,3596679.0,3573.0,0.6673792486005173,-1.2459877303876687,-0.403719350077443,1.0196603204590122,0.2318049683581222,1.0094417307397172,-1.619513478027442,-1.38701657189641,1.605084826240596,0.0848797031203634,1,292689.342758226,174255.871649972,310565.9395337012,358163.48962669855,199730.26334585538,302694.1511682676,243837.77835463526,205361.73993152336,393828.8086921817,365752.6131253919,130779.78674440151
2021-08-16,85725.0,111412.0,59954.0,65002.0,87779.0,55737.0,181633.0,125361.0,164539.0,32411.0,0.0,976.0652875907912,22.69501873407364,107169.0,0.0,2834977.875,2834977.875,2902.0,-0.4909503089536091,0.0587691330343203,-0.8775065486541498,-0.9399585046759288,-0.4590819841322313,-1.0554984929171565,1.3122424882476733,0.2277975641301976,1.0521348334048686,-1.604301991890164,1,261338.60565493559,215965.5229899832,246293.56372022073,279900.0937760191,207617.1580075132,237353.49070096054,327935.66701278114,248578.043958914,400836.285215309,251862.56787523514,122436.0237228213
2021-08-23,149981.0,155059.0,198352.0,157326.0,39029.0,121332.0,91719.0,36082.0,182082.0,77009.0,20.0,1065.6418651891584,22.011914014631195,124965.0,0.0,3757823.0,3757823.0,3526.0,0.7894492102309418,0.895217091699786,1.6175924128610355,0.9045625577878352,-1.3973163964645268,0.2103988890282134,-0.4412724851552451,-1.4621052777949657,1.3845111131484755,-0.731490271224677,1,306784.1633929614,284638.31379398995,346128.1382321324,325266.05626561143,163599.29480450792,263744.09442057635,288480.40020766866,185228.8263753484,422583.7711291854,228126.54072514107,118711.56246061585
2021-08-30,104654.0,78871.0,99459.0,168216.0,79201.0,109563.0,119616.0,20661.0,141999.0,166494.0,15.0,1009.9679417094262,21.41612907285075,227912.0,0.0,3507379.0,3507379.0,3472.0,-0.1137609025379535,-0.5648442429808219,-0.1652933340509229,1.1221314929534518,-0.6241727490345171,-0.0167273597425016,0.102778577115605,-1.7539991355367406,0.6250835112010893,1.0197890871266186,1,288724.4980357768,249653.98827639397,307135.8829392794,363375.6337593668,177360.57688270474,267809.45665234583,292704.2401246012,131798.29582520906,395549.2626775112,303369.9244350846,116102.82397975703
2021-09-06,186845.0,173471.0,167851.0,175286.0,52265.0,180445.0,144165.0,188484.0,134793.0,193540.0,0.0,1016.858937995036,20.91635179477432,225767.0,0.0,3408291.0,3408291.0,3351.0,1.5240210459384134,1.2480633311881484,1.0677072019101932,1.2633814811647384,-1.1425785363285217,1.3512021810312114,0.581536491145325,1.4226108695081934,0.4885559234548411,1.5490968093814004,1,360079.69882146607,323263.39296583633,352132.5297635676,393311.3802556201,158681.34612962283,341130.6739914075,319787.5440747607,267562.97749512544,372122.55760650674,375561.9546610508,120549.49185378679
2021-09-13,139346.0,148391.0,175538.0,157162.0,122916.0,187469.0,106231.0,22920.0,128177.0,52371.0,15.0,1017.8943720876244,20.51987005851668,134754.0,0.0,3762009.0,3762009.0,3695.0,0.5775304962349306,0.7674320208270725,1.2062917603371013,0.9012860375520996,0.2171588886086889,1.4867561593951764,-0.1582575009033694,-1.7112400262287404,0.3632066977361097,-1.2136718751924842,1,355393.81929287966,342349.0357795018,386817.5178581405,393148.82815337204,218124.8076777737,392147.4043948445,298103.5264448564,183457.78649707526,351450.53456390405,277708.1727966305,126491.10137462376
2021-09-20,87435.0,197286.0,188011.0,162709.0,194944.0,148575.0,27314.0,99561.0,32289.0,77022.0,20.0,951.4429047738976,20.232465460591584,127988.0,0.0,3643683.0,3643683.0,3829.0,-0.4568759318089754,1.704452272824872,1.4311603953388998,1.01210834089128,1.603397827100393,0.7361530223666952,-1.6973074948535676,-0.2605534850713974,-1.45352343462751,-0.7312358528119982,1,300671.29157572775,402695.4214677011,420101.51071488427,398598.2968920232,325818.8846066642,383863.4426369067,206176.11586691384,209635.67189824517,243159.32073834242,243646.9036779783,128162.14767111707
2021-09-27,76886.0,106416.0,186342.0,173487.0,66197.0,121371.0,39623.0,28946.0,196048.0,91229.0,10.0,1077.755075724344,20.05832900721557,239414.0,0.0,3493817.0,3493817.0,3241.0,-0.667080963679584,-0.036973850480988,1.401070941974192,1.2274396524812723,-0.8744455756595256,0.2111515378260771,-1.4572557141785163,-1.5971778780702597,1.649116204803222,-0.453195669048274,1,257288.77494543666,348033.25288062065,438402.9064289306,412645.9781352139,261688.3307639985,351689.065582144,163328.6695201483,154727.4031389471,341943.5924430054,237417.14220678696,124553.75399415713
2021-10-04,86803.0,90271.0,79163.0,44071.0,145733.0,58709.0,125228.0,196572.0,194668.0,119071.0,20.0,935.083550101953,20.0,200023.0,0.0,3672539.0,3672539.0,3927.0,-0.4694695027770506,-0.3463754655439693,-0.5311983942606961,-1.3581343891526527,0.6562910852484014,-0.9981427947825176,0.2122245591733176,1.5757032449323214,1.6229702054846231,0.0916902883213049,1,241176.264967262,299090.95172837237,342204.74385735835,291658.5868811283,302745.9984583991,269722.4393492864,223225.20171208898,289408.44188336824,399834.1554658032,261521.28532407217,117767.63362348161
2021-10-11,51551.0,64064.0,71934.0,78243.0,174782.0,170322.0,184202.0,36309.0,174243.0,116774.0,5.0,1031.8281256679898,20.05832900721557,182379.0,0.0,3596946.0,3596946.0,3485.0,-1.1719197619013937,-0.848604522586741,-0.661525930733718,-0.6754194532041263,1.2153633199938547,1.1558415712677694,1.3623434732630446,-1.457808545695401,1.235990469193044,0.0467365118656651,1,196256.75898035718,243518.57103702342,277256.846314415,253238.15212867697,356429.59907503944,332155.4636095718,318137.1210272534,209954.06513002093,414143.4932794819,273686.77119444334,107002.449275408
2021-10-18,136216.0,127450.0,183379.0,145827.0,180558.0,41172.0,117624.0,75230.0,106365.0,46715.0,15.0,1024.746557499226,20.232465460591584,130388.0,0.0,3922248.0,3922248.0,3827.0,0.5151604374848117,0.3661202078178505,1.3476526973249232,0.6748265444297612,1.326527257750395,-1.3365838708885611,0.0639303240402372,-0.7210988098048862,-0.0500516625082928,-1.3243634553549128,1,253970.0553882143,273561.14262221404,349733.107788649,297769.8912772062,394415.75944502366,240465.27816574308,308506.2726163521,201202.43907801254,354851.0959676891,210927.062716666,101153.14386228209
2021-10-25,31394.0,191890.0,74098.0,128215.0,91907.0,31555.0,177364.0,131822.0,134014.0,47605.0,15.0,980.9199048034816,20.51987005851668,140768.0,0.0,3531117.0,3531117.0,3599.0,-1.5735789549448915,1.601043718171428,-0.622512403423216,0.3229602371628337,-0.3796351809710474,-1.5221793449669,1.228987873599709,0.3500935381182405,0.4737966963032552,-1.3069455794099762,1,183776.03323292857,356026.6855733284,283937.86467318935,306876.9347663237,328556.4556670142,175834.16689944585,362467.76356981124,252543.46344680752,346924.6575806135,174161.23762999958,92685.11417291578
2021-11-01,89092.0,196597.0,25486.0,192312.0,148876.0,73276.0,131785.0,181099.0,195211.0,119853.0,5.0,1026.6580126685355,20.91635179477432,85428.0,0.0,3526322.0,3526322.0,3434.0,-0.4238576610904619,1.691248326539434,-1.4989105501968412,1.6035402222234885,0.7167807418219482,-0.7170188194368631,0.3401000588797364,1.2828251137580469,1.6332580878252023,0.1069945343762942,1,199357.61993975716,410213.01134399703,195848.7188039136,376438.16085979424,346009.87340020854,178776.5001396675,349265.6581418867,332625.07806808455,403365.7945483681,224349.74257799974,86845.34489589003
2021-11-08,23890.0,39830.0,159407.0,121570.0,84435.0,77492.0,106206.0,132340.0,199785.0,51174.0,5.0,987.2970720470504,21.416129072850747,142021.0,0.0,3477427.0,3477427.0,3522.0,-1.723107683654442,-1.313023149990661,0.9154751202974948,0.1902012312697646,-0.523440053359702,-0.6356555545190846,-0.1587450542803193,0.3598984157727531,1.7199188131029346,-1.2370979398060675,1,143504.5719638543,285957.8068063982,276916.23128234816,347432.8965158765,292040.9240401251,184757.9000838005,315765.394885132,331915.04684085073,441804.4767290208,185783.84554679983,78627.48511203151
2021-11-15,61606.0,168501.0,106900.0,184506.0,60631.0,109599.0,89274.0,79321.0,180806.0,161028.0,10.0,972.9815422057688,22.01191401463119,168418.0,0.0,3625336.0,3625336.0,3726.0,-0.9715584389836792,1.1528186097968187,-0.0311437699485912,1.447585850515242,-0.98156788825525,-0.0160326070060121,-0.4889552054209449,-0.6436629903365247,1.3603355369669308,0.9128159299187272,1,147708.74317831258,340075.68408383895,273049.7387694089,392965.73790952587,235855.55442407506,220453.7400502803,278733.2369310792,278470.0281045104,445888.6860374125,272498.3073280799,71612.47990983115
2021-11-22,107313.0,157965.0,146020.0,89724.0,149038.0,175834.0,153541.0,152028.0,92588.0,96373.0,15.0,1018.7823667741172,22.695018734073635,220047.0,0.0,4016558.0,4016558.0,3942.0,-0.0607762424048652,0.950907466018338,0.6741284982523513,-0.4460430579207062,0.7198985669460062,1.2622159346991724,0.764388509636614,0.7325594799851952,-0.3110758890389702,-0.3525242602159662,1,195938.24590698755,362010.41045030334,309849.8432616453,325503.4427457155,290551.332654445,308106.24403016816,320780.94215864746,319110.0168627062,360121.2116224475,259871.98439684793,69816.6816185276
