Week,Google_Search,Google_Display,Meta,Instagram,YouTube,TV,Radio,Influencer,Affiliate,Email,Discount,Price,Temperature,Competitor_Spend,Holiday,Sales,Revenue,Orders,Google_Search_zscore,Google_Display_zscore,Meta_zscore,Instagram_zscore,YouTube_zscore,TV_zscore,Radio_zscore,Influencer_zscore,Affiliate_zscore,Email_zscore,IsolationForest_Outlier,Google_Search_Adstock,Google_Display_Adstock,Meta_Adstock,Instagram_Adstock,YouTube_Adstock,TV_Adstock,Radio_Adstock,Influencer_Adstock,Affiliate_Adstock,Email_Adstock,Google_Search_Weibull,Google_Search_Hill,Google_Display_Hill,Meta_Hill,Instagram_Hill,YouTube_Hill,TV_Hill,Radio_Hill,Influencer_Hill,Affiliate_Hill,Email_Hill
2021-03-15,132727.0,32183.0,57841.0,174458.0,74917.0,101994.0,172826.0,115081.0,98714.0,124792.0,5.0,965.6263886520276,35.48012994148332,225021.0,0.0,3153787.0,3153787.0,3266.0,0.4456367521879537,-1.4595697062239603,-0.9156006259217518,1.2468390497306585,-0.7066219023151643,-0.1627991225894337,1.1404871846157638,0.0332142778591745,-0.1950103877159732,0.2036539605471278,1,333901.9270832128,177773.825589248,175603.91731793917,296376.3068945408,196607.0983760896,265146.2789612544,295448.6167841792,310623.6332591104,326606.1484030975,263713.5949087744,134535.55050482237,0.5892245590006046,0.297665411930065,0.30064157305078787,0.5201576893530296,0.3243911125220142,0.48643490378459253,0.5140153546294209,0.5444629602167679,0.6002851990510859,0.47070220724215267
2021-03-22,146324.0,180371.0,90640.0,95745.0,116646.0,76133.0,155044.0,56877.0,44596.0,197404.0,20.0,1045.695405758965,35.767534539408416,132302.0,0.0,3750038.0,3750038.0,3586.0,0.7165778668286463,1.3802944333209803,-0.3242860777437683,-0.3257508119489727,0.0964875088071813,-0.6618824703215659,0.7937002186588418,-1.0684905464714318,-1.2203503812840355,1.6247177898884062,1,346665.15624992765,287035.29535354883,196002.3503907635,273570.7841367244,234610.25902565377,235220.76737675263,332313.1700705075,243251.1799554662,240559.6890418585,355632.1569452646,136191.0877466476,0.6072541589654478,0.5249159311448433,0.3487692988578607,0.48014428980475043,0.406071977402171,0.42707674967956694,0.5723001315215454,0.42295560947883076,0.4489485367681207,0.6179228347411451
2021-03-29,195203.0,163946.0,185983.0,114456.0,103122.0,81268.0,90831.0,131562.0,184246.0,139863.0,0.0,999.6365370109496,35.94167099278443,243515.0,0.0,3653048.0,3653048.0,3654.0,1.6905670366839387,1.0655269184613043,1.3945987348094644,0.0480721766537685,-0.1637931515493717,-0.5627837119361786,-0.4585903811045054,0.3451721709557439,1.4255110715002492,0.498603183430431,1,403202.0937499566,336167.1772121293,303584.4102344581,278598.4704820346,243888.15541539225,222400.4604260516,290218.9020423045,277512.70797327976,328581.8134251151,353242.2941671588,141704.1184268526,0.6765456327783606,0.6024665685327734,0.5623273253367451,0.48924109063009863,0.42490746107442057,0.39990096337286735,0.5050891197342513,0.48822526342457595,0.6031757877874196,0.614733976625381
2021-04-05,36023.0,136336.0,158429.0,73413.0,44519.0,189315.0,132217.0,166385.0,84106.0,176104.0,15.0,1012.1249184636736,36.0,50138.0,0.0,3819589.0,3819589.0,3773.0,-1.4813390182182775,0.5364108706515235,0.8978433135924714,-0.771916969902926,-1.2916567672603358,1.522381535827391,0.3485249812334306,1.0043135890312147,-0.4717790529667633,1.2078630060376758,1,277944.2562499739,338036.3063272776,340579.6461406748,240572.0822892208,190851.89324923532,322755.27625563095,306348.3412253827,332892.62478396785,281255.08805506903,388049.3765002952,137854.39404174566,0.49847680196201083,0.6051194532123232,0.617887520989486,0.41664876300966386,0.31150693557392495,0.5839358587411337,0.5320888066872713,0.5785439149074993,0.5268909415432248,0.6581840832774425
2021-04-12,61090.0,52711.0,183551.0,117239.0,100910.0,51653.0,61873.0,92715.0,79182.0,188918.0,10.0,1014.7008921003747,35.94167099278443,181430.0,0.0,3661796.0,3661796.0,3608.0,-0.981840531736095,-1.0661725954148629,1.350753587665684,0.1036731267516484,-0.206364936576634,-1.1343143311344732,-1.023333208693109,-0.3901368681269835,-0.5650710099557344,1.458641278350505,1,227856.55374998436,255532.7837963665,387898.7876844049,261582.24937353245,215421.1359495412,245306.16575337856,245682.0047352296,292450.5748703807,247935.0528330414,421747.6259001772,127874.72852155878,0.4004713817546841,0.46685801390611653,0.6771669013488143,0.45782845397792366,0.3656581157381121,0.44773588868156666,0.4224222420626142,0.5144335502985475,0.4639320627625237,0.6946100915935914
2021-04-19,87221.0,25539.0,81476.0,62318.0,140430.0,177729.0,126532.0,161398.0,107163.0,64936.0,10.0,975.3511778637356,35.767534539408416,169619.0,0.0,3682724.0,3682724.0,3775.0,-0.4611402105861401,-1.5868948428283858,-0.489498630550349,-0.9935815553632122,0.5542304270207468,1.2987869468004982,0.2376553433150242,0.90991798118748,-0.0349324542066683,-0.9677666940148116,1,223934.93224999055,178858.6702778199,314215.27261064295,219267.34962411947,269682.6815697247,324912.6994520271,273941.20284113777,336868.3449222284,255924.03169982485,317984.5755401063,116311.89022013702,0.39216449637447914,0.30021544357973257,0.5791902248823948,0.3723842407624864,0.4746250657084215,0.587169397678911,0.4762462014361957,0.5843224820044377,0.4797373198687787,0.5638870976939796
2021-04-26,84820.0,199426.0,64811.0,90390.0,91324.0,191024.0,146267.0,130091.0,59310.0,180866.0,10.0,1015.5954727788958,35.48012994148332,135376.0,0.0,3654464.0,3654464.0,3598.0,-0.5089838243430205,1.745463078413895,-0.7899424533920849,-0.4327371891585115,-0.3908555022508367,1.5553629921235212,0.6225299790792722,0.3173285898171568,-0.9415734001435564,1.3010584276666513,1,219180.95934999437,306741.20216669195,253340.16356638577,221950.4097744717,253133.6089418348,385971.6196712162,310631.7217046827,332212.006953337,212864.4190198949,371656.74532406376,105361.77563428924,0.38198329986311647,0.5578756155112307,0.47221854719396067,0.37808662724359715,0.44318539828724896,0.6674536369881222,0.5389962181740894,0.5775455226715789,0.3894688168563602,0.6385066714012888
2021-05-03,20769.0,146063.0,187280.0,63088.0,25408.0,173252.0,160975.0,152632.0,76088.0,48141.0,20.0,969.105208627428,35.08364820522568,149931.0,0.0,3927109.0,3927109.0,4052.0,-1.7852984035774837,0.7228183968031258,1.4179816113906665,-0.9781978932807948,-1.6594639027286948,1.2123867245431703,0.9093673818064352,0.7439921944703799,-0.6236910982830856,-1.296455712548756,1,152277.5756099966,330107.7213000152,339284.09813983145,196258.245864683,177288.16536510087,404834.97180272976,347354.0330228096,351959.2041720021,203806.6514119369,271135.0471944383,91653.84170511208,0.22978529469324321,0.5937221164801144,0.6160862414702784,0.32219063350091126,0.2807940816974774,0.6882867772140298,0.5938189049571347,0.6054412392474052,0.368999138519012,0.48455021681841554
2021-05-10,79735.0,153629.0,171222.0,123196.0,79379.0,141829.0,154092.0,99148.0,148803.0,160146.0,5.0,979.9158798360448,34.58387092714925,211726.0,0.0,3480551.0,3480551.0,3551.0,-0.6103102616415365,0.8678126748809528,1.128481046902662,0.222686730680168,-0.620746990564873,0.6059640790233998,0.7751341860645897,-0.268370887525671,0.7539946556675717,0.8955546191508236,1,171101.54536599794,351693.63278000907,374792.45888389886,240950.9475188098,185751.8992190605,384729.9830816379,362504.41981368576,310323.52250320127,271086.99084716215,322827.028316663,81428.82296908704,0.2736028029117993,0.6238816509618531,0.661959411033359,0.41741390417889135,0.3000089537647131,0.6660217481266808,0.6142374535047646,0.5439834297816682,0.5085049557870321,0.5713057240062511
2021-05-17,84925.0,58360.0,91180.0,190883.0,45053.0,148377.0,61755.0,103186.0,159978.0,157478.0,15.0,1022.3476386413312,33.98808598536881,206951.0,0.0,3530523.0,3530523.0,3453.0,-0.506891538027122,-0.9579155670165488,-0.3145507243483565,1.574990542852353,-1.2813794918514037,0.7323318823160025,-1.025634460632313,-0.1919382698250492,0.965720411019268,0.843340132610272,1,187585.9272195988,269376.17966800544,316055.4753303393,335453.5685112859,156504.13953143632,379214.9898489827,279257.6518882115,289380.1135019207,322630.19450829725,351174.2169899978,75615.05359881493,0.3116407197838849,0.49318883295427984,0.5820340336071939,0.5813655625974014,0.2332742957928147,0.6595679731971823,0.4858427637732597,0.5091592457595635,0.5943932599601736,0.6119489654731409
2021-05-24,25311.0,153272.0,194358.0,75479.0,160518.0,21622.0,105956.0,177817.0,56914.0,117359.0,20.0,1011.735758225676,33.30498126592636,131532.0,0.0,3737444.0,3737444.0,3694.0,-1.694792075512615,0.8609711526401671,1.5455868545994158,-0.7306408064454271,0.94084074240395,-1.7138732041766471,-0.1636205880498182,1.2207023174991465,-0.9869689178010652,0.0581853404362133,1,137862.55633175926,314897.70780080324,383991.2851982035,276751.14110677154,254420.48371886177,249150.9939093896,273510.5911329269,351445.0681011524,250492.11670497837,328063.53019399865,69056.66322910614,0.19648345868216524,0.5707793692900573,0.6727244035683758,0.48591671752629484,0.4456895320526462,0.45543884160204556,0.475461461188215,0.6047426041069736,0.46903927851008986,0.5791686843253036
2021-05-31,123355.0,198047.0,132856.0,39963.0,151994.0,68756.0,106988.0,182962.0,130350.0,143279.0,15.0,997.001401966438,32.544517973849246,105778.0,0.0,3798196.0,3798196.0,3809.0,0.2588852535917509,1.719036021915174,0.4368022165908685,-1.4402072253014455,0.7767892525430168,-0.8042488852405535,-0.1434943846493265,1.3180886023108598,0.4043771734747438,0.565456514023581,1,206072.5337990556,386985.624680482,363250.7711189221,206013.6846640629,304646.29023131705,218246.59634563376,271094.3546797561,393829.04086069146,280645.27002298704,340117.1181163992,69211.85878133462,0.35331997284031524,0.6675913301203026,0.6478222328880381,0.3437335177243314,0.5354961264344946,0.3908868668273506,0.4710374834217702,0.657684545388,0.5258086777498356,0.5966502833093704
2021-06-07,105305.0,41357.0,88450.0,75123.0,118723.0,60809.0,65648.0,171094.0,65379.0,174363.0,15.0,949.6507340294796,31.71778537635015,87772.0,0.0,3513041.0,3513041.0,3699.0,-0.1007887273793824,-1.28375983217083,-0.3637683442918272,-0.7377532528108044,0.1364611062310619,-0.957615551820626,-0.9497126487736748,1.093447119678126,-0.8265878422706753,1.1737905093858392,1,228948.52027943332,273548.3748082892,306400.46267135325,198731.21079843777,301510.7741387902,191756.95780738024,228304.61280785364,407391.4245164149,233766.16201379223,378433.2708698394,73368.00935415828,0.40276928014888747,0.5008732303339613,0.5668668614060667,0.32768394252169875,0.5303457735587676,0.331284852923194,0.38709204867338265,0.6727628602753545,0.43481958110877333,0.6468054813778592
2021-06-14,179765.0,139121.0,172424.0,145911.0,71356.0,36725.0,145991.0,143629.0,188722.0,61568.0,5.0,959.6336684260148,30.836839096340288,108478.0,0.0,3485440.0,3485440.0,3632.0,1.3829411686378248,0.5897824097007898,1.1501512224235602,0.6765047621114795,-0.775156317542145,-1.422405132532148,0.6171473897977454,0.5735803923013116,1.5103150518988346,-1.033680633545763,1,317134.11216766003,303250.02488497354,356264.2776028119,265149.72647906264,252262.4644832741,151779.17468442814,282973.7676847122,388063.8547098489,328981.6972082753,288627.9625219037,85530.1935883591,0.5640746378457913,0.5522216687639196,0.63891061361355,0.4645605068716666,0.441484638473353,0.23685792873276842,0.49244923295650783,0.6510138524227658,0.6037578762563924,0.5158007869106276
2021-06-21,150608.0,97505.0,131888.0,122468.0,30789.0,71226.0,160588.0,90316.0,197953.0,117539.0,10.0,1011.0683617561994,29.914525314300462,245425.0,0.0,3508630.0,3508630.0,3470.0,0.8019431485173075,-0.2077436115107945,0.4193506942079821,0.2081421774386098,-1.5559020694413086,-0.7565811280425191,0.9018200555312508,-0.4355459443686357,1.6852090516886788,0.061708056919459,1,340888.467300596,279455.0149309841,345646.5665616872,281557.8358874376,182146.47868996445,162293.5048106569,330372.2606108273,323154.3128259093,395342.0183249652,290715.7775131422,100435.906351771,0.5992105310399393,0.5115526007238226,0.624836233101026,0.4945228043739347,0.29184158982774816,0.261917867959885,0.5694301103925156,0.5640016717411843,0.6875405450949207,0.5194000800415778
2021-06-28,176730.0,22869.0,130448.0,93477.0,117720.0,101182.0,135005.0,48380.0,66413.0,66851.0,5.0,1029.2856225394046,28.964293442042585,76762.0,0.0,3582129.0,3582129.0,3480.0,1.3224641308401854,-1.638062530175438,0.3933897518202174,-0.3710626893553656,0.1171575346296405,-0.1784696565346984,0.402896933830883,-1.2293246110088718,-0.806997289158044,-0.9302889047625044,1,381263.0803803576,190542.00895859048,337835.93993701227,262411.7015324625,227007.88721397868,198558.10288639413,333228.3563664964,242272.5876955456,303618.2109949791,241280.4665078853,117225.62208777588,0.6515922081100686,0.3274549401549483,0.6140608217121422,0.4594005513952245,0.3902861607743283,0.34690457517664786,0.5736459416951842,0.42098915522804015,0.5648048253142712,0.4267477328788313
2021-07-05,104478.0,70108.0,34397.0,34388.0,86656.0,49402.0,22396.0,130198.0,157084.0,74823.0,20.0,955.6141798191696,28.0,194355.0,0.0,3424114.0,3424114.0,3583.0,-0.1172679729341263,-0.7327777426895185,-1.3382591907403332,-1.551588934534532,-0.4806950558255476,-1.177755675852196,-1.793218995167151,0.3193539216878766,0.910889597955482,-0.7742717058489821,1,333235.84822821454,184433.20537515427,237098.56396220732,191835.02091947748,222860.7323283872,168536.86173183646,222333.01381989784,275561.55261732737,339254.9265969874,219591.2799047312,127789.07582722734,0.5882575962066786,0.3132670880649716,0.43936126766430167,0.3123159964577712,0.3815475268866604,0.276772480259749,0.3745933305770297,0.4847000133796377,0.6183727793439275,0.3814220135402318
2021-07-12,142537.0,132296.0,192627.0,25569.0,64028.0,24263.0,104082.0,22356.0,27151.0,43312.0,20.0,966.4069901019132,27.03570655795741,244994.0,0.0,3502447.0,3502447.0,3624.0,0.6411160737019049,0.4589886021563582,1.5143796384374568,-1.7277818123330235,-0.9161897898205256,-1.6629053714802873,-0.2001675891859824,-1.7219156073043105,-1.550869916148496,-1.390962367535384,-1,342478.5089369287,242955.92322509256,334886.13837732445,140670.0125516865,197744.4393970323,125385.11703910188,237481.8082919387,187692.9315703964,230703.95595819244,175066.7679428387,134630.6926989889,0.6014436253458394,0.44183849122848107,0.6098958821096813,0.19627320665213016,0.326924540475095,0.17478934768797522,0.40595042818252913,0.30380863913860895,0.428350120002463,0.2815637678528697
2021-07-19,169503.0,114179.0,198031.0,89836.0,84484.0,197900.0,170201.0,90326.0,77716.0,194180.0,20.0,1005.3674069671088,26.08547468569954,220492.0,0.0,4030475.0,4030475.0,4008.0,1.1784550526973387,0.1117957213823705,1.6118052861204295,-0.4438054343450819,-0.522497007488845,1.688060764793029,1.089294080036025,-0.4353566610162319,-0.5928463976376662,1.5616220235440514,1,374990.1053621572,259952.55393505556,398962.6830263947,174238.00753101188,203130.66363821935,273131.07022346114,312690.0849751632,202941.75894223785,216138.37357491543,299220.0607657032,140462.87268216597,0.6440223117960402,0.475403426095992,0.6893386356182295,0.2725464725487386,0.3388596427508503,0.5012666318725013,0.5422766537951754,0.3378247370672183,0.396751568685713,0.5337749173951792
2021-07-26,150523.0,110272.0,151800.0,124573.0,52154.0,67924.0,148322.0,112447.0,113747.0,185243.0,5.0,1004.5115145051636,25.163160903659715,105568.0,0.0,3209009.0,3209009.0,3194.0,0.8002493929282468,0.0369222552906351,0.7783328364476848,0.2501975133911922,-1.144714823913524,-0.8203053929283124,0.6626068666645537,-0.016642957163965,0.0898104874698925,1.386719150150907,1,375517.0632172943,266243.5323610333,391177.6098158368,229115.80451860712,174032.39818293162,231802.64213407668,335936.0509850979,234212.0553653427,243430.02414494928,364775.0364594219,144427.4577454665,0.644665930821751,0.48734240904421194,0.6808360943300557,0.393140491485486,0.2733690335833773,0.4199291158990825,0.5775997598811092,0.40458729594996573,0.4548241900963708,0.6298349435862979
2021-08-02,22747.0,58467.0,139180.0,187658.0,22336.0,94182.0,152663.0,134994.0,187450.0,192851.0,15.0,935.0417116495584,24.282214623649857,135090.0,0.0,3374364.0,3374364.0,3608.0,-1.7458837146932231,-0.9558650267370976,0.5508140219104687,1.510558971143527,-1.7185871050812038,-0.3135604664076702,0.7472656350381337,0.4101342175007002,1.4862152612225612,1.5356126335094211,1,248057.23793037655,218213.11941662,373886.56588950206,325127.4827111643,126755.43890975896,233263.585280446,354224.63059105875,275521.23321920563,333508.0144869696,411716.0218756532,137201.85098632655,0.44186044599547464,0.3897127926428249,0.6608755306225189,0.5660736307484878,0.16637214961978924,0.42299297256747737,0.6032316698707814,0.48462691825641785,0.6102771517650648,0.6843023336717932
2021-08-09,143855.0,43328.0,86234.0,163087.0,123677.0,162736.0,31303.0,40049.0,193724.0,118723.0,15.0,1006.4625205375996,23.455482026150754,70219.0,0.0,3596679.0,3596679.0,3573.0,0.6673792486005173,-1.2459877303876687,-0.403719350077443,1.0196603204590122,0.2318049683581222,1.0094417307397172,-1.619513478027442,-1.38701657189641,1.605084826240596,0.0848797031203634,1,292689.342758226,174255.871649972,310565.9395337012,358163.48962669855,199730.26334585535,302694.1511682676,243837.7783546353,205361.73993152336,393828.8086921817,365752.6131253919,130779.78674440151,0.52430323376686,0.2893764183512598,0.5734854040989512,0.6128703327389142,0.33133715904651206,0.5524584252421023,0.41874986192587654,0.3431484045556942,0.6858904704308999,0.6310820222157805
2021-08-16,85725.0,111412.0,59954.0,65002.0,87779.0,55737.0,181633.0,125361.0,164539.0,32411.0,0.0,976.0652875907912,22.69501873407364,107169.0,0.0,2834977.875,2834977.875,2902.0,-0.4909503089536091,0.0587691330343203,-0.8775065486541498,-0.9399585046759288,-0.4590819841322313,-1.0554984929171565,1.3122424882476733,0.2277975641301976,1.0521348334048686,-1.604301991890164,1,261338.6056549356,215965.5229899832,246293.56372022076,279900.0937760191,207617.1580075132,237353.4907009605,327935.66701278114,248578.043958914,400836.285215309,251862.56787523517,122436.0237228213,0.46771992251553335,0.3847993428038433,0.4581833455955842,0.4915708084463999,0.34871611720595425,0.43149947586881743,0.5657964964334241,0.43356333262926716,0.6934396808945064,0.4478687132348247
2021-08-23,149981.0,155059.0,198352.0,157326.0,39029.0,121332.0,91719.0,36082.0,182082.0,77009.0,20.0,1065.6418651891584,22.011914014631195,124965.0,0.0,3757823.0,3757823.0,3526.0,0.7894492102309418,0.895217091699786,1.6175924128610355,0.9045625577878352,-1.3973163964645268,0.2103988890282134,-0.4412724851552451,-1.4621052777949657,1.3845111131484755,-0.731490271224677,1,306784.1633929614,284638.31379398995,346128.1382321324,325266.05626561143,163599.29480450792,263744.09442057635,288480.40020766866,185228.8263753484,422583.7711291854,228126.5407251411,118711.56246061584,0.5476932915283048,0.5207317483915017,0.6254887506358034,0.5662829593744059,0.24950785018477672,0.48378607302700505,0.5020851203396336,0.2982474811731737,0.7154329479014802,0.39957124482783474
2021-08-30,104654.0,78871.0,99459.0,168216.0,79201.0,109563.0,119616.0,20661.0,141999.0,166494.0,15.0,1009.9679417094262,21.41612907285075,227912.0,0.0,3507379.0,3507379.0,3472.0,-0.1137609025379535,-0.5648442429808219,-0.1652933340509229,1.1221314929534518,-0.6241727490345171,-0.0167273597425016,0.102778577115605,-1.7539991355367406,0.6250835112010893,1.0197890871266186,1,288724.4980357768,249653.988276394,307135.8829392794,363375.6337593668,177360.57688270474,267809.45665234583,292704.2401246012,131798.29582520906,395549.2626775112,303369.9244350846,116102.82397975704,0.517495832743221,0.4552916752728516,0.5680437027988003,0.6197032303203875,0.2809590453102052,0.4914294512841253,0.5093518082427915,0.1770744127051971,0.6877656746441483,0.5406235087587897
